N.I.F.;Nombre 1;Nombre 2;VMA;;;;;
8002078971;UNIDAD DERMATOLOGICA DE FOTOTERAPIA;;9610;;;;;
8002094881;HOSPITAL EL TUNAL E.S.E.;;9612;;;;;
8002097102;HOSPITAL BOSA II NIVEL E S E;;9613;;;;;
8002098917;ASOTRAUMA LTDA.;;9615;;;;;
8002103751;PROCARDIO SERVICIOS MEDICOS INTEGRALES L;;9618;;;;;
8002120708;ESE HOSPITAL SAN JUAN DE DIOS DE BETULIA;TULIA;9622;;;;;
8002124227;CHRISTUS SINERGIA SALUD S.A.;;9624;;;;;
8002139421;ESE HOSPITAL SANTA CRUZ DE URAMITA;;9630;;;;;
8002142309;MEDIAGNOSTICA TECMEDI S.A.S;;9631;;;;;
8002157431;SED SAS;;9633;;;;;
8002157581;CLINICA SANTA CRUZ DE LA LOMA;;9634;;;;;
8002159088;ESTUDIOS E INVERSIONES MEDICAS SA;;9635;;;;;
8002163037;HOSPITAL SAN BLAS II NIVEL E S E;;9644;;;;;
8002164730;HOSPITAL DE USAQUEN I NIVEL EMPRESA SOCI;SOCIAL DEL ESTADO;9645;;;;;
8002165380;ESE SAN CRISTOBAL;;9646;;;;;
8002168837;HOSPITAL DE SUBA E.S.E.;;9649;;;;;
8002171984;ONCOMEDIC LTDA;;9653;;;;;
8002172484;CENTRO DE ENDOCRINOLOGIA Y;;9654;;;;;
8002176416;HOSPITAL NAZARETH I NIVEL ESE;;9655;;;;;
8002180246;CARDIODIAGNOSTICO S A;;9656;;;;;
8002189794;ESE HOSPITAL SAN VICENTE DE ARAUCA;;9660;;;;;
8002191921;CENTTRO MEDICO DE ESPECIALISTAS S A;;9662;;;;;
8002195320;REHABILITAMOS LTDA;;9663;;;;;
8002196003;HOSPITAL PABLO VI BOSA I NIVEL E S E;E;9664;;;;;
8002200117;HOSPITAL MEISSEN II NIVEL ESE;;9667;;;;;
8002227270;QUIROFANO CASALUD SAS;;9674;;;;;
8002238764;FUNDACION CENTRO DE INVESTIGACION E INFO;INFORMACION EN DEFICIENCIAS AUDITIVAS;9685;;;;;
8002244662;BIONUCLEAR LTDA;;9689;;;;;
8002250578;"DIAGNOSTICO Y ASISTENCIA MEDICA S.A. ""DI";;9691;;;;;
8002278771;EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANC;FRANCISCO LUIS JIMENEZ MARTINEZ;9704;;;;;
8002282159;CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DE;;9705;;;;;
8002287737;COOPERATIVA DE TRABAJO ASOCIADO DE PROFE;;9710;;;;;
8002300284;CLINICA OFTALMOLOGICA QUINDIO S.A.;;9715;;;;;
8002312151;E.S.E.HOSPITAL DEL SARARE SAN RICARDO PA;;9722;;;;;
8002312357;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVE;UNIVERSITARIO SAN JORGE;9723;;;;;
8002320591;INSTITUTO DE NEUROCIENCIAS CLINICA DEL S;DEL SOL LIMITADA;9727;;;;;
8002327882;SOCIEDAD MEDICA VIDA S A S;;9729;;;;;
8002347960;INSTITUTO DE FRACTURAS LTDA;;9737;;;;;
8002413397;INSTITUTO NACIONAL DEL RINON LTDA;;9751;;;;;
8002435923;NEUROLOGOS CLINICOS ASOCIADOS CIA LTDA;LTDA;9759;;;;;
8002442876;T Y C INVERSIONES S.A.S;;9760;;;;;
8002451492;UNIDAD MEDICA DE REHABILITACIoN INTEGRAL;EGRAL UMRI SAS;9764;;;;;
8002473506;EMPRESA SOCIAL DEL ESTADO CENTRO DERMATO;RMATOLOGICO FEDERICO LLERAS ACOSTA;9768;;;;;
8002475376;CLINICA VASCULAR NAVARRA SA;;9769;;;;;
8002482763;HOSPITAL VISTA HERMOSA I NIVEL E S E;E;9772;;;;;
8002531679;HOSPITAL UNIVERSITARIO;;9803;;;;;
8002541326;MEDICADIZ SA;;9807;;;;;
8002548506;E S E  HOSPITAL SANTA ANA;;9810;;;;;
8002555918;CLINICA MEDICO QUIRURGICA ALVERNIA LTDA;LTDA;9812;;;;;
8002559634;CLINICA SAN JOSE SAS;;9813;;;;;
8010000608;SOCIEDAD DE NEUROCIENCIAS DIAGNOSTICAS N;CAS NEUROIMAGENES S A;9814;;;;;
8010007139;ONCOLOGOS DE OCIDENTE;;9817;;;;;
8010013234;INSTITUTO ESPECIALIZADO EN SALUD MENTAL;NTAL LTDA;9823;;;;;
8010014408;RED SALUD ARMENIA;;9826;;;;;
8010019691;ASPRODONTO S.A.S;;9828;;;;;
8010023253;HOSPITAL SAN CAMILO;;9829;;;;;
8010033423;COLSALUD SA;;9833;;;;;
8020003337;SABBAG RADIOLOGOS LTDA;;9839;;;;;
8020004303;RESURGIR CASA DE REPOSO LTDA;;9841;;;;;
8020007741;CLINICA ALTOS DE SAN VICENTE;;9845;;;;;
8020010842;IPS CLINICA SANTA ANA DE BARANOA;;9849;;;;;
8020030811;E S E HOSPITAL MUNICIPAL DE SABANAGRAND;GRANDE;9857;;;;;
8020034149;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JU;DE JUAN DE ACOSTA;9863;;;;;
8020043263;LABORATORIO CLINICO FALAB SAS;;9868;;;;;
8020067281;E.S.E HOSPITAL DEPARTAMENTAL NIÑO JESUS;;9884;;;;;
8020097663;HOSPITAL DEPARTAMENTAL JUAN DOMINGUEZ RO;EZ ROMERO E S E SOLEDAD ATLANTICO;9907;;;;;
8020098061;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE MA;DE MALAMBO;9909;;;;;
8020130235;ESE HOSPITAL MATERNO INFANTIL CIUDADELA;;9938;;;;;
8020167616;CLINICA JALLER S A S;;9959;;;;;
8020201289;CLINICA MURILLO INVERCLINICAS S A;;9983;;;;;
8020202911;FUNDEMOS IPS S A S;;9985;;;;;
8020203341;QUIMIOSALUD LTDA;;9986;;;;;
8020213321;CLINICA CENTRO SA;;9999;;;;;
8020221453;CORPORACION IPS COSTA ATLANTICA;;10011;;;;;
8020227753;CENTRO DE SALUD AGRUPASALUD IPS;;10025;;;;;
8040030720;EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL;LOCAL DE BOLIVAR;10049;;;;;
8040051821;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD CAMILO RUEDA;10053;;;;;
8040055555;E S E HOSPITAL SANTO DOMINGO SAVIO;;10056;;;;;
8040061675;AUDIOMIC SAS;;10063;;;;;
8040069362;ESE CLINICA GUANE Y SU RED INTEGRAL;;10068;;;;;
8040076172;ASISTENCIA MEDICA SAS SERVICIO DE AMBULA;MBULANCIA PREPAGADO;10071;;;;;
8040082737;ESE CENTRO DE SALUD SANTA BARBARA;;10076;;;;;
8040085154;EMPRESA SOCIAL DEL ESTADO COROMORO;;10077;;;;;
8040086983;EMPRESA SOCIAL DEL ESTADO SAN JOSE DE FL;DE FLORIAN;10079;;;;;
8040087469;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SUCRE;10081;;;;;
8040087706;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN M;SAN MARTIN;10082;;;;;
8040087928;FORPRESALUD EU;;10083;;;;;
8040092881;EMPRESA SOCIAL PARA EL DESARROLLO DE LA;E LA PROVINCIA SOL Y VIDA S A;10087;;;;;
8040096583;ESE BLANCA ALICIA HERNANDEZ;;10089;;;;;
8040103946;E.S.E.SAN JOSEDE GUAVATA;;10094;;;;;
8040132001;FOMESALUD S.A.;;10121;;;;;
8040137752;CENTRO DE DIAGNOSTICO Y CIRUGIA OCULAR C;LAR CEDCO S A S;10126;;;;;
8040146379;ESE CENTRO DE SALUD SAN PEDRO DE CABRERA;BRERA;10134;;;;;
8040148107;ESE CENTRO DE SALUD NUESTRA SENORA DE LA;DE LA ESPERANZA MOLAGAVITA;10138;;;;;
8040148350;E S E CENTRO DE SALUD MUNICIPIO DE PARAM;PARAMO;10139;;;;;
8040148391;INSTITUTO DEL CORAZON DE BUCARAMANGA SA;;10140;;;;;
8040150073;E S E CENTRO DE SALUD ENCINO;;10143;;;;;
8040150478;ESE SAN ANTONIO DE PADUA DEL MUNICIPIO D;PIO DE PINCHOTE;10144;;;;;
8040150691;ESE SAN BENITO;;10145;;;;;
8040151279;EMPRESA SOCIAL DEL ESTADO DE OCAMONTE SA;TE SANTANDER;10147;;;;;
8040151548;E S E CENTRO DE SALUD HERMANA GERTRUDIS;UDIS;10148;;;;;
8040151641;E.S.E. CENTRO DE SALUD SAN ROQUE;;10149;;;;;
8040159203;E S E NUESTRA SENORA DE LA PAZ;;10158;;;;;
8040160361;CORPORACION IPS SANTANDER;;10159;;;;;
8040162880;ESE DIVINO NINO JESUS;;10164;;;;;
8040163651;E.S.E. HOSPITAL EL CARMEN;;10165;;;;;
8040169111;CLINIMED BARBOSA LTDA. C.M.B.;;10167;;;;;
8050063897;HOSPITAL EN CASA SA;;10225;;;;;
8050173508;HEMATO ONCOLOGOS S A;;10287;;;;;
8050176810;GAMANUCLEAR LTDA;;10289;;;;;
8050234231;SOCIEDAD N.S.D.R. S.A.S.;;10313;;;;;
8050262508;CLINICA SIGMA;;10322;;;;;
8050272613;E S E RED DE SALUD DEL CENTRO EMPRESA S;ESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO;10328;;;;;
8050272874;RED DE SALUD DEL NORTE EMPRESA SOCIAL DE;AL DEL ESTADO;10329;;;;;
8050272899;RED DE SALUD DE LADERA EMPRESA SOCIAL;;10330;;;;;
8050273374;E.S.E. RED DE SALUD DEL ORIENTE;;10331;;;;;
8050277431;DUMIAN MEDICAL S.A.S;;10335;;;;;
8050285114;CORPORACIoN IPS OCCIDENTE;;10345;;;;;
8050305855;FUNDACION DE ESPECIALISTAS DEL EDIFICIO;ICIO COOMEVA NORTE IPS;10354;;;;;
8060010618;EMPRESA SOCIAL DEL ESTADO CLINICA MATERN;ATERNIDAD RAFAEL CALVO;10370;;;;;
8060045486;CENTROMEDICO CRECER LTDA;;10380;;;;;
8060064147;ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO;ENO;10386;;;;;
8060067539;EMPRESA SOCIAL DEL ESTADO;;10389;;;;;
8060072571;ESE HOSPITAL LOCAL SANTA MARIA;;10397;;;;;
8060074641;ESE HOSPITAL LOCAL DE TALAIGUA;;10401;;;;;
8060076503;CENTRO RADIO ONCOLOGICO DEL CARIBE S.A.S;;10403;;;;;
8060078097;ESE HOSPITAL LOCAL MANUELA PABUENA LOBO;;10409;;;;;
8060079239;ESE HOSPITAL LOCAL ARJONA;;10413;;;;;
8060081539;ESE HOSPITAL LOCAL LA CANDELARIA;;10415;;;;;
8060083567;UCI DEL CARIBE SAS;;10418;;;;;
8060084391;CLINICA CARTAGENA DEL MAR S A S;;10421;;;;;
8060092302;CEMIC SAS;;10429;;;;;
8060103058;ESE HOSPITAL LOCAL CARTAGENA DE INDIAS;IAS;10438;;;;;
8060110524;CENTRO DE DIAGNOSTICO TRATAMIENTO DEL DO;EL DOLOR Y REHABILITACION ESPERANZA MACA;10441;;;;;
8060112617;ESTRIOS SAS;;10443;;;;;
8060129601;FUNDACION SER;;10451;;;;;
8060135896;LABORATORIO CLINICO MYRNA DE MORA S A S;A S;10455;;;;;
8060152013;GESTION SALUD S A S;;10462;;;;;
8060163775;UNIDAD DE SALUD MOMPOX U S M LTDA;;10473;;;;;
8070002803;SOCIEDAD CLINICA PAMPLONA LTDA;;10481;;;;;
8070010414;CENTRO MEDICO LA SAMARITANA LTDA;;10486;;;;;
8070026876;CLINILAB LTDA;;10494;;;;;
8070037689;RADIOTERAPIA DEL NORTE LTDA;;10497;;;;;
8070043523;EMPRESA SOCIAL DEL ESTADO IMSALUD;;10501;;;;;
8070043935;ESE HOSPITAL LOCAL MUNICIPIO LOS PATIOS;TIOS;10502;;;;;
8070046313;HOSPITAL JORGE CRISTO SAHIUM;;10503;;;;;
8070046653;ESE HOSPITAL JUAN LUIS LONDONO;;10504;;;;;
8070083016;CORPORACION IPS NORTE DE SANTANDER;;10515;;;;;
8070088246;E S E HOSPITAL REGIONAL CENTRO;;10517;;;;;
8070088278;E.S.E.HOSPITAL REGIONAL SUR ORIENTAL;;10518;;;;;
8070088429;EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIO;REGIONAL NOROCCIDENTAL;10519;;;;;
8070088579;ESE HOSPITAL REGIONAL NORTE;;10521;;;;;
8070095325;CONSULTORIO INTEGRAL DE SALUD ORAL CISO;CISO E U;10523;;;;;
8080000248;FUNDACION CENTRO DE REHABILITACION;;10524;;;;;
8080002996;MESALUD LTDA;;10529;;;;;
8080016931;CENTRO MEDICO IRMED;;10531;;;;;
8080035006;HOSPITAL ISMAEL SILVA ESE;;10532;;;;;
8090003830;E S E  HOSPITAL LOCAL VITO FASAEL GUTIER;;10534;;;;;
8090008247;UNIDAD DE REHABILITACION Y ELECTRODIAGNO;IAGNOSTICO DEL TOLIMA S A S;10535;;;;;
8090010862;HOSPITAL SERAFIN DE LA MONTAÑA CUELLAR;;10537;;;;;
8090011591;HOSPITAL RAMON MARIA ARANA ESE;;10538;;;;;
8090014826;CLINICA DE OJOS DEL TOLIMA LTDA;;10540;;;;;
8090018155;CARDIOLOGOS ASOCIADOS LTDA;;10541;;;;;
8090020978;CENTRO DE SALUD COELLO E S E;;10542;;;;;
8090029133;PROMOVER LTDA;;10543;;;;;
8090031282;HOSPITAL NUESTRA SENORA DE FATIMA E S E;S E;10546;;;;;
8090035411;E.S.E. HOSPITAL SAN ROQUE;;10548;;;;;
8090035902;UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL;;10549;;;;;
8090042809;E.S.E. HOSP. RICARDO ACOSTA NIVEL;;10550;;;;;
8090052494;HOSPITAL SAN SEBASTIAN DE PIEDRAS E S E;S E;10551;;;;;
8090054372;OSTEOPOR LTDA;;10552;;;;;
8090054523;E.S.E. HOSPITAL SANTA ROSA DE LIMA;;10553;;;;;
8090057194;E S E  HOSPITAL SAN VICENTE DE ROVIRA;;10554;;;;;
8090085761;SALUD 24 HORAS LTDA;;10561;;;;;
8090088236;MEDISALUD I P S LTDA SERVICIOS MEDICOS;ICOS EN SALUD LIMITADA;10562;;;;;
8090090661;CLINICA LOS REMANSOS LTDA.INST.TOLIMENSE;;10563;;;;;
8090104025;OPTICAS ORSOVISION SAS;;10565;;;;;
8090115178;MEDICINA INTENSIVA DEL TOLIMA LTDA;;10571;;;;;
8090116137;COOPERATIVA ESPECIALIZADA DE SERVICIOS U;IOS UROLOGICOS DEL TOLIMA C T A UROTOL;10573;;;;;
8090117031;CORPORACION IPS SALUDCOOP TOLIMA;;10575;;;;;
8090124887;FUNDACION DE PROFESIONALES;;10579;;;;;
8090125054;UROCADIZ IPS LTDA;;10580;;;;;
8100009120;CENTRO DE SALUD NORCASIA;;10588;;;;;
8100009138;E S E  HOSPITAL SAN FELIX;;10589;;;;;
8100011595;ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE S;DE SAN JOSE;10591;;;;;
8100013925;ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO D;NIO DE MARMATO;10593;;;;;
8100014661;LASER REFRACTIVO DE CALDAS SA;;10594;;;;;
8100023351;CENTRO DE DIAGNOSTICO UROLOGICO S A C D;C D U S A;10596;;;;;
8100032451;CLiNICA VERSALLES S A;;10598;;;;;
8100069934;FUNDACION PARA LA ATENCION DE LA SALUD M;LUD MENTAL COMPORTAMIENTO Y DESARROLLO H;10613;;;;;
8110024297;CLINICA PAJONAL LTDA;;10619;;;;;
8110049566;FUNDACION LA LUZ - CENTRO NACIONAL PARA;;10622;;;;;
8110076010;EMPRESA DE MEDICINA INTEGRAL EMI SAS;;10631;;;;;
8110078325;SERVICIOS DE SALUD IPS SURAMERICANA;;10636;;;;;
8110115523;MEDISALUD SAS;;10655;;;;;
8110161928;IPS DE LA UNIVERSIDAD DE ANTIOQUIA;;10669;;;;;
8110178106;E.S.E. HOSPITAL DEL SUR GABRIEL;;10675;;;;;
8110179191;UNIDAD VISUAL GLOBAL SA;;10676;;;;;
8110328187;SALUD TREC SAS;;10704;;;;;
8110387376;UNIDAD MEDICA INTEGRAL UMI S A S;;10723;;;;;
8110416379;CORPORACIoN IPS COMFAMILIAR CAMACOL COOD;COODAN;10733;;;;;
8110420500;SERVIUCIS S A;;10735;;;;;
8110420643;CENTRO CARDIOVASCULAR SOMER INCARE S A;S A;10736;;;;;
8110469004;CENTRO CARDIOVASCULAR COLOMBIANO;;10754;;;;;
8120003000;ESE HOSPITAL SAGRADO CORAZON DE JESUS;US;10757;;;;;
8120003175;ESE HOSPITAL SAN JOSE DE TIERRALTA;;10758;;;;;
8120003444;E S E HOSPITAL MONTELIBANO;;10759;;;;;
8120005275;CLINICA SAHAGUN I P S S A;;10765;;;;;
8120012196;E S E HOSPITAL SAN JORGE;;10771;;;;;
8120013320;ESE SAN ANDRES APOSTOL;;10773;;;;;
8120014232;ESE CAMU SANTA TERESITA;;10774;;;;;
8120015209;ESE CAMU PUEBLO NUEVO;;10779;;;;;
8120015501;ESE CAMU DE SAN PELAYO;;10780;;;;;
8120017925;E S E CAMU DE PURISIMA;;10782;;;;;
8120018464;E S E CAMU PUERTO ESCONDIDO;;10784;;;;;
8120028365;ESE CAMU DEL PRADO;;10791;;;;;
8120029585;CLINICA LA TRINIDAD I P S LTDA;;10792;;;;;
8120029933;E S E CAMU IRIS LoPEZ DURAN;;10793;;;;;
8120037268;E S E CENTRO DE SALUD DE COTORRA;;10804;;;;;
8120037393;CUPOSALUD IPS SAS;;10805;;;;;
8120038510;ESE HOSPITAL SAN JUAN DE SAHAGUN;;10808;;;;;
8120039961;E S E CAMU LOS CORDOBAS;;10811;;;;;
8120043048;CAMI LTDA;;10816;;;;;
8120051308;ESPECIALISTAS ASOCIADOS S A;;10830;;;;;
8120053232;TERAPIAS INTEGRALES LTDA;;10834;;;;;
8120055221;FUNDACION AMIGOS DE LA SALUD;;10836;;;;;
8120056441;CLINICA REGIONAL DEL SAN JORGE IPS S.A.;;10838;;;;;
8120057267;EMPRESA SOCIAL DEL ESTADO VIDASINU;;10839;;;;;
8120071948;ONCOMEDICA;;10854;;;;;
8120075284;CORPORACIoN IPS CORDOBA;;10859;;;;;
8130016533;E.S.E. HOSPITAL MUNICIPAL DE ALGECIRAS;;10878;;;;;
8130019520;CLINICA MEDILASER SA;;10879;;;;;
8130024975;EMPRESA SOCIAL DEL ESTADO SAN FRANCISCO;ISCO JAVIER;10883;;;;;
8130028724;EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN;;10886;;;;;
8130029335;ESE HOSPITAL DIVINO NINO;;10887;;;;;
8130029407;EMPRESA SOCIAL DEL ESTADO MARIA AUXILIAD;;10888;;;;;
8130034314;ESE CENTRO DE SALUD LAURA PERDOMO DE GAR;E GARCIA;10890;;;;;
8130040181;ESE CENTRO DE SALUD MIGUEL BARRETO LOPEZ;LOPEZ DE TELLO;10891;;;;;
8130052657;E S E  HOSPITAL DE NEIVA - CARMEN EMILIA;;10892;;;;;
8130052958;E.S.E. MUNICIPAL MANUEL CASTRO TOVAR;;10893;;;;;
8130068779;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SAN JUAN DE DIOS;10899;;;;;
8130078759;E.S.E.HOSPITAL MUNICIPAL NUESTRA SEÑORA;;10901;;;;;
8130091435;SALUDCOOP CLiNICA SANTA ISABEL LTDA;;10907;;;;;
8130100249;ESE NUESTRA SENORA DEL CARMEN;;10910;;;;;
8130101451;OFTALMOLASER SOCIEDAD DE CIRUGIA DEL H;DEL HUILA S A;10911;;;;;
8130104725;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN R;SAN ROQUE;10912;;;;;
8130109661;ESE JUAN RAMON NUNEZ PALACIOS;;10914;;;;;
8130109962;ESE HOSPITAL SAN JOSE DE ISNOS;;10915;;;;;
8130110275;ESE SANTA ROSA DE LIMA DE PAICOL;;10916;;;;;
8130114658;ESE HOSPITAL LUIS ANTONIO MOJICA;;10918;;;;;
8130115022;E.S.E.HOSPITAL SAN FRANCISCO DE ASIS DE;;10920;;;;;
8130115158;ESE HOSPITAL LOCAL MUNICIPAL;;10922;;;;;
8130115663;E.S.E. HOSPITAL DEL PERPETUO SOCORRO DE;;10923;;;;;
8130115774;CLINICA UROS S.A.;;10924;;;;;
8130117068;EMPRESA SOCIAL DEL ESTADO ANA SILVIA MAL;A MALDONADO JIMENEZ;10925;;;;;
8130125460;CORPORACION IPS HUILA;;10928;;;;;
8130128331;EMPRESA SOCIAL DEL ESTADO HOSPITAL NUEST;NUESTRA SENORA DE LAS MERCEDES DE SALADO;10929;;;;;
8130129463;ESE MUNICIPAL DAVID MOLINA MUNOZ;;10930;;;;;
8140013295;ESE HOSPITAL CUMBAL;;10939;;;;;
8140015940;CENTRO DE SALUD SENOR DE LOS MILAGROS DE;OS DE GUALMATaN EMPRESA SOCIAL DEL EST;10940;;;;;
8140016773;E S E CENTRO DE SALUD BELEN;;10942;;;;;
8140033707;CENTRO HOSPITAL NUESTRO SENOR DE LA DIVI;DIVINA MISERICORDIA PUERRES E S E;10954;;;;;
8140034482;AUDIOCOM SAS;;10955;;;;;
8140038983;SALUDCOOP CLINICA LOS ANDES S A;;10977;;;;;
8140063804;CORPORACION IPS NARINO;;10990;;;;;
8140066207;E S E JUAN PABLO II DEL MUNICIPIO DE LI;DE LINARES;10993;;;;;
8140066547;E.S.E. CENTRO DE SALUD SAN JUAN BAUTISTA;;10996;;;;;
8140067323;CENTRO DE SALUD DE CONSACA EMPRESA SOCIA;SOCIAL DEL ESTADO;10998;;;;;
8150003169;HOSPITAL RAUL OREJUELA BUENO ESE;;11008;;;;;
8150011404;ESE HOSPITAL DIVINO NINO;;11011;;;;;
8150023129;CENTRO MEDICO NUESTRA SENORA DE LAS LAJA;LAJAS S A S;11013;;;;;
8160008101;UNIDAD OFTALMOLOGICA LASER S.A.;;11029;;;;;
8160024518;CALCULASER S A;;11031;;;;;
8160033213;ASOCIACION DE PROFESIONALES PARA LA PROM;PROMOCION PREVENCION ATENCION Y REHAB;11038;;;;;
8160050035;E.S.E.SALUD PEREIRA;;11045;;;;;
8160067202;CENTRO DE MEDICINA NUCLEAR DE PEREIRA SA;RA SAS;11050;;;;;
8160079432;CORPORACIoN IPS EJE CAFETERO;;11054;;;;;
8170009996;CENTRO DE SALUD DE TIMBIO E S E;;11067;;;;;
8170031661;CLINICA LA ESTANCIA S A;;11077;;;;;
8170035324;QUILISALUD E S E;;11083;;;;;
8170061214;AMEZQUITA ACOSTA SAS;;11088;;;;;
8180004666;HOSPITAL SAN JOSE DE TADO;;11100;;;;;
8180010191;HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA;IA;11102;;;;;
8190001341;CENTRO CARDIOVASCULAR DEL MAGDALENA S A;S A;11123;;;;;
8190003647;CLINICA DE LA MUJER SA;;11124;;;;;
8190004131;CLINICA GENERAL DE CIENAGA S A S;;11125;;;;;
8190006261;E S E HOSPITAL NUESTRA SENORA SANTA ANA;A ANA;11127;;;;;
8190007363;EMPRESA SOCIAL DEL ESTADO HOSPITAL RAFAE;RAFAEL PABA MANJARREZ;11128;;;;;
8190011075;EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL;LOCAL ALEJANDRO MAESTRE SIERRA;11130;;;;;
8190013025;E S E HOSPITAL LOCAL DE TENERIFE;;11135;;;;;
8190013129;ESE HOSPITAL SAN PEDRO DE EL PINON;;11138;;;;;
8190014831;EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY;FRAY LUIS DE LEON;11144;;;;;
8190020254;E S E HOSPITAL SANTANDER HERRERA;;11151;;;;;
8190021768;COMPAÑIA COLOMBIANA DE SALUD;;11152;;;;;
8190022282;CENTRO DE IMÁGENES DIAGNOSTICAS SANTA;;11153;;;;;
8190025334;METROSALUD IPS S A S;;11155;;;;;
8190025341;E.S.E.NUESTRA SEÑORA DEL CARMEN;;11156;;;;;
8190025517;EMPRESA SOCIAL DEL ESTADO CENTRO;;11157;;;;;
8190029344;FUNDACION SANAR KINESIS;;11158;;;;;
8190032105;UNIDAD DE ATENCION DE PACIENTES EN ESTAD;ESTADO CRITICO CUIDADO CRITICO S A S;11159;;;;;
8190034624;ESE HOSPITAL LOCAL DE CONCORDIA;;11161;;;;;
8190040705;ESE ALEJANDRO PROSPERO REVEREND;;11170;;;;;
8190042805;SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL;CIAL DEL ESTADO;11176;;;;;
8190057121;SOCIEDAD INST PRESTADORA DE SALUD IPS P;IPS PROFSALUD SAS;11189;;;;;
8190061931;INSTITUTO NEUROPSIQUIATRICO NUESTRA SENO;SENORA DEL CARMEN INSECAR;11192;;;;;
8190064610;GASTROMAG LTDA;;11197;;;;;
8200008571;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD MACANAL;11203;;;;;
8200008863;ESE CENTRO DE SALUD SAN ANTONIO DE;;11204;;;;;
8200011031;SOCIEDAD MEDICA AMES LTDA;;11205;;;;;
8200011814;ASORSALUD SM LTDA;;11206;;;;;
8200012772;CENTRO DE CANCEROLOGIA DE BOYACA SAS;;11207;;;;;
8200020337;CLINICA SANTA TERESA S A;;11209;;;;;
8200023062;MEDICINA NUCLEAR DE BOYACA LTDA;;11212;;;;;
8200025961;SANANDO LTDA;;11214;;;;;
8200026081;EMPRESA SOCIAL DEL ESTADO CENTRO;;11215;;;;;
8200026572;ESE GUSTAVO ROMERO HERNADEZ DE TIBANA;NA;11216;;;;;
8200028547;EMPRESA SOCIAL DEL ESTADO;DE LA PAZ;11218;;;;;
8200029165;CENTRO DE SALUD EDGAR ALONSO PULIDO SOLA;;11219;;;;;
8200029283;NEFROBOYACA SAS;;11220;;;;;
8200031931;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD LA CANDELARIA DE LA CAPILLA;11221;;;;;
8200032843;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SANTA SOFIA;11222;;;;;
8200032915;EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO;LGADO DE MARIPI;11223;;;;;
8200033289;EMPRESA SOCIAL DEL ESTADO;;11224;;;;;
8200033375;EMPREA SOCIAL DEL ETADO CENTRO DE SALUD;ALUD JENESANO;11225;;;;;
8200033605;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SAN JOSE DE PARE;11228;;;;;
8200033827;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD DE ARCABUCO;11231;;;;;
8200034097;CLINISONRIA CLINICAS ODONTOLOGICAS EU;;11235;;;;;
8200034112;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD DE COMBITA;11236;;;;;
8200034311;ESE CENTRO DE SALUD SAN VICENTE FERRER;RER;11238;;;;;
8200034359;E.S.E.CENTRO DE SALUD DE TOGUI BOYACA;;11239;;;;;
8200035246;E.S.E. CENTRO DE SALUD DE TOCA;;11243;;;;;
8200035508;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SANTA ISABEL BUENAVISTA;11245;;;;;
8200035712;E S E CENTRO DE SALUD LUIS LANCHEROS;OS;11247;;;;;
8200035809;E.S.E. CENTRO DE SALUD DE CHITARAQUE;;11248;;;;;
8200036197;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD SAN BLAS;11249;;;;;
8200036323;E.S.E. CENTRO DE SALUD SANTANA;;11251;;;;;
8200036387;E S E CENTRO DE SALUD SAN ANTONIO DE PA;DE PADUA;11252;;;;;
8200037821;ESE CENTRO DE SALUD SAN RAFAEL;;11255;;;;;
8200038390;ESE CENTRO DE SALUD SANTA BARBARA DE TUN;E TUNUNGUA;11257;;;;;
8200038502;E S E SANTIAGO DE TUNJA;;11258;;;;;
