N.I.F.;Nombre 1;Nombre 2;VMA;;;;;
8200038763;E S E  CENTRO DE SALUD SANTO ECCEHOMO SU;;11259;;;;;
8200039066;ESE CENTRO DE SALUD JAIME DIAZ PEREZ;Z;11260;;;;;
8200039106;E S E CENTRO DE SALUD CAMPOHERMOSO;;11261;;;;;
8200043181;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD MANUEL ELKIN PATARROYO;11266;;;;;
8200045835;MANANTIAL DE VIDA MEDICINA BIOLOGICA S A;A S A S;11268;;;;;
8200048689;CORPORACION IPS BOYACA;;11270;;;;;
8200053897;E.S.E. HOSPITAL REGIONAL DE CHIQUINQUIRA;;11274;;;;;
8210004531;CENTRO INTEGRAL DE SALUD QUIRON E A T;;11277;;;;;
8210008312;HOSPITAL RUBEN CRUZ VELEZ;;11279;;;;;
8210031437;E.S.E.HOSPITAL DEPARTAMENTAL CENTENARIO;;11283;;;;;
8220015703;E S E  MUNICIPIO DE FUENTE DE ORO;;11291;;;;;
8220024598;E.S.E. DEL MUNICIPIO DE VILLAVICENCIO;;11292;;;;;
8220042275;CLINICAS ODONTOLOGICAS LTDA CLINISONRISA;NRISA CS LTDA;11303;;;;;
8220060515;E.S.E. RED DE SALUD DE PRIMER NIVEL;;11309;;;;;
8220065951;E S E  DEPARTAMENTAL SOLUCION SALUD;;11315;;;;;
8220068187;CORPORACION IPS LLANOS ORIENTALES;;11316;;;;;
8230006241;ESE HOSPITAL LOCAL NUESTRA SENORA DEL SO;EL SOCORRO DE SINCE;11331;;;;;
8230007794;ASOCIACION MEDICA HUMANA EMPRESA ASOCIAT;OCIATIVA DE TRABAJO;11333;;;;;
8230010358;ESE CENTRO DE SALUD SAN JOSE I NIVEL SAN;L SAN MARCOS;11338;;;;;
8230019992;ESE CENTRO DE SALUD SAN PEDRO SUCRE;;11349;;;;;
8230027786;CLINICA SANTA ISABEL LIMITADA;;11359;;;;;
8230029671;IPS CLINICA SAN JOSE LIMITADA;;11363;;;;;
8230029919;CLINICA SALUD SOCIAL S A S;;11364;;;;;
8230048816;I P S CLINICA GUARANDA SANA S A S;;11389;;;;;
8230048959;UNIDAD MEDICA INTEGRAL DEL SAN JORGE LIM;E LIMITADA;11390;;;;;
8240002045;ESE HOSPITAL MARINO ZULETA RAMIREZ;;11396;;;;;
8240004256;HOSPITAL SAN JOSE;;11397;;;;;
8240004263;HOSPITAL LOCAL CURUMANI CRISTIAN MORENO;RENO PALLARES;11398;;;;;
8240004407;E.S.E. HOSPITAL HERNANDO QUINTERO BLANCO;;11400;;;;;
8240004414;HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E;LEZ E S E;11401;;;;;
8240004421;HOSPITAL SAN MARTIN;;11402;;;;;
8240004500;E.S.E.HOSPITAL SAN JUAN BOSCO;;11405;;;;;
8240004629;HOSPITAL JOSE ANTONIO SOCARRAS;;11406;;;;;
8240004691;EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SO;EL SOCORRO;11407;;;;;
8240005437;HOSPITAL JORGE ISAAC RINCON TORRES;;11409;;;;;
8240005863;HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ;NDEZ LARA;11410;;;;;
8240007250;EMPRESA SOCIAL DEL ESTADO HOSPITAL EDUAR;EDUARDO ARREDONDO DAZA;11412;;;;;
8240007852;HOSPITAL LOCAL DE AGUACHICA;;11413;;;;;
8240010416;CLINICA MEDICOS S A;;11416;;;;;
8240012523;CLINICA ERASMO LTDA;;11417;;;;;
8240022771;CLINICA BUENOS AIRES S A:S;;11419;;;;;
8240026728;HOSPITAL CAMILO VILLAZON PUMAREJO;;11425;;;;;
8240048676;CLINICA OFTALMOLOGICA DE VALLEDUPAR LTDA;LTDA;11441;;;;;
8250006201;HOSPITAL NUESTRA SENORA DEL CARMEN;;11463;;;;;
8250008349;HOSPITAL SANTA RITA DE CASSIA;;11464;;;;;
8250010371;HOSPITAL SANTA TERESA DE JESUS DE AVILA;VILA;11466;;;;;
8250013485;UNIDAD DE CUIDADOS INTENSIVOS ASYSTIR;IR;11470;;;;;
8250018003;CLINICA SOMEDA S A S;;11472;;;;;
8250025257;E.S.E HOSPITAL SAN RAFAEL DE ALBANIA;;11473;;;;;
8250030806;UNIDAD DE CUIDADOS INTENSIVOS RENACER;ER;11474;;;;;
8260001076;SERVICIOS MEDICOS ESPECIALIZADOS EL LAGU;LAGUITO S A LAGOTAC S A;11478;;;;;
8260002612;SERVICIOS INTEGRALES DE REHABILITACION E;;11479;;;;;
8260019187;EMPRESA SOCIAL DEL ESTADO CENTRO;;11483;;;;;
8260020608;E.S.E.CENTRO DE SALUD SAN ANTONIO SOCOTA;;11489;;;;;
8260022027;EMPRESA SOCIAL DEL ESTADO CENTRO DE SALU;SALUD DE LA UVITA;11492;;;;;
8260023041;HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCI;SOCIAL DEL ESTADO;11494;;;;;
8260026607;ESE CENTRO DE SALUD NUESTRA SENORA DE B;DE BELEN;11500;;;;;
8260026947;EMPRESA SOCIAL DEL ESTADO NUESTRA SENORA;ENORA DEL ROSARIO;11504;;;;;
8260027185;EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE R;DE RIO;11505;;;;;
8260027771;EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS M;LAS MERCEDES DE MONGUI;11508;;;;;
8280000731;CORPORACION MEDICA DEL CAQUETA;;11522;;;;;
8280003861;HOSPITAL COMUNAL MALVINAS;;11523;;;;;
8280016362;FUNDACION PARA EL DESARROLLO SOCIAL EN S;EN SALUD EDUCACION Y VIVIENDA;11526;;;;;
8280025867;CLINICA CHAIRA IPS;;11531;;;;;
8290009406;ESE HOSPITAL LOCAL SAN PABLO;;11536;;;;;
8290012560;ESE HOSPITAL MANUEL ELKIN PATARROYO;;11539;;;;;
8290018466;EMPRESA SOCIAL DEL ESTADO BARRANCABERMEJ;ERMEJA;11540;;;;;
8290039456;ESE CENTRO DE SALUD PUERTO PARRA;;11552;;;;;
8290042969;CLINICA ODONTOLOGOS ESPECIALISTAS SAS;AS;11554;;;;;
8300000019;COOPERATIVA PARA LA SALUD ORAL ORALCOOP;COOP;11555;;;;;
8300010045;SOMNARUM S A S;;11556;;;;;
8300012374;SERVICIOS ADOM SAS SIGLA ADOM SALUD DOMI;DOMICILIARIA;11571;;;;;
8300017669;IMAGEN ORAL S A S;;11573;;;;;
8300032524;FUNDACION DEL QUEMADO;;11579;;;;;
8300051270;CENTRO DE CIRUGIA AMBULATORIA IPS LTDA;TDA;11583;;;;;
8300072292;CORVESALUD LTDA;;11586;;;;;
8300083002;CENTRO DE CONTROL DE CANCER LTDA.;;11608;;;;;
8300091129;ORGANIZACIONES DE IMAGENOLOGIA COLOMBIAN;MBIANA OIC S A;11609;;;;;
8300106716;INVERSIONES CREAR RAMA S.A.;;11613;;;;;
8300109663;HOSPITAL DE USME I NIVEL EMPRESA SOCIAL;CIAL DEL ESTADO;11617;;;;;
8300119335;CAYO ALONSO DUARTE SUAREZ Y COMPANIA S E;A S EN C;11619;;;;;
8300135940;DEXA DIAB SERVICIOS MEDICOS LIMITAD;;11624;;;;;
8300141215;PROCREACION MEDICAMENTE ASISTIDA LTDA;;11627;;;;;
8300176528;INSTITUTO DE ESTUDIOS CIENTIFICOS EN ODO;N ODONTOLOGIA S A SIGLA IECO;11643;;;;;
8300177067;LABORATORIO VASCULAR ECOLAB Y COMPANIA L;NIA LIMITADA;11644;;;;;
8300203982;SAN LUIS UNIDAD DE CRONICOS Y PALIATIVOS;;11650;;;;;
8300237989;SUBA MEDICAL IPS LIMITADA;;11665;;;;;
8300275783;TORRES Y JARAMILLO S A S;;11679;;;;;
8300278068;CENTRO ENFERMEDADES DIGESTIVAS CIA;;11680;;;;;
8300291020;SALUD OCUPACIONAL DE LOS ANDES LIMI;;11689;;;;;
8300402560;HOSPITAL MILITAR CENTRAL;;11726;;;;;
8300412841;CENTRO INTEGRAL DE REUMATOLOGIA E INMUNO;NMUNOLOGIA SAS CIREI SAS;11729;;;;;
8300413144;F  CUENTA SUBSITEMA DE SALUDPONAL - P  N;;11730;;;;;
8300533160;FUNDACION CRESER;;11752;;;;;
8300536925;UROSALUD S A;;11754;;;;;
8300556671;LABORATORIO CLINICO ENDOCRINO Y CIA SAS;SAS;11758;;;;;
8300573190;ENDO MEDICA LTDA;;11761;;;;;
8300633948;HOME SALUD SAS;;11771;;;;;
8300666265;MEDIHEALTH SERVICES COLOMBIA;;11774;;;;;
8300702845;RESONANCIA MAGNETICA DEL COUNTRY E;;11789;;;;;
8300719388;SOCIEDAD PEDIATRICA DE LOS ANDES;;11790;;;;;
8300747170;FUNDACION AMAR;;11796;;;;;
8300753237;EQUILIBRIO S A S;;11797;;;;;
8300774449;HOSPITAL DEL SUR;;11805;;;;;
8300776176;HOSPITAL TUNJUELITO II NIVEL ESE;;11807;;;;;
8300776334;HOSPITAL RAFAEL URIBE URIBE ESE;;11808;;;;;
8300776445;HOSPITAL CENTRO ORIENTE II NIVEL EMPRESA;PRESA SOCIAL DEL ESTADO;11809;;;;;
8300776501;HOSPITAL FONTIBON ESE;;11810;;;;;
8300776524;HOSPITAL CHAPINERO ESE;;11811;;;;;
8300776889;HOSPITAL ENGATIVA II NIVEL ESE;;11812;;;;;
8300796903;HEMERA UNIDAD DE INFECTOLOGIA SAS;;11821;;;;;
8300821326;LIGA COLOMBIANA CONTRA EL INFARTO Y LA H;LA HIPERTENSION ARTERIAL;11841;;;;;
8300857637;FUNDACION CLINICA MEGASALUD;;11850;;;;;
8300900418;ARMONIA CUIDADOS ESPECIALES S A S;;11861;;;;;
8300927184;DIAGNOSTICOS E IMAGENES S A;;11882;;;;;
8300932346;CIMAD IPS LTDA;;11888;;;;;
8300958423;INNOVAR SALUD SAS;;11897;;;;;
8300987751;ASMEDAN SAS ASOCIACION DE MEDICOS Y;;11911;;;;;
8300990275;FUNDACION AVANTE;;11916;;;;;
8301002282;CARDIO GLOBAL LTDA;;11923;;;;;
8301044058;UNIDAD DE LABORATORIOS ESPECIALIZADA LTD;A LTDA;11955;;;;;
8301063761;CORPORACIoN IPS SALUDCOOP;;11959;;;;;
8301124757;OPTICA SCORPIO E U;;12009;;;;;
8301126255;GENeTICA MOLECULAR DE COLOMBIA SEDE CuCU;CuCUTA;12010;;;;;
8301137899;FUNDACION SALUD DE LOS ANDES;;12016;;;;;
8301140359;UNILASER MEDICA S A;;12020;;;;;
8301148465;CENTRO DE ESPECIALISTAS DIAGNOSTICO Y TR;Y TRATAMIENTO CEDIT LTDA;12027;;;;;
8301155662;ENDOTHERAPEUTICS SAS;;12031;;;;;
8301177596;CLINICA DEL SENO IPS LTDA.;;12048;;;;;
8301178469;SPORTSMED COLOMBIA SAS;;12049;;;;;
8301186055;FUNDACION IDEAS DIA A DIA;;12051;;;;;
8301187046;CLINICAS ODONTOLOGICAS COODONTOLOGOS SAS;S SAS;12052;;;;;
8301187949;CLINICA SANARTE LTDA;;12055;;;;;
8301203381;ASOCIADOS EN IMaGENES DIAGNOSTICAS LTDA;LTDA;12072;;;;;
8301223593;STEM MEDICINA REGENERATIVA SAS;;12077;;;;;
8301241106;SALUD VITAL DE COLOMBIA IPS SAS;;12087;;;;;
8301288561;CORPORACIoN NUESTRA IPS;;12094;;;;;
8301341607;INFECTOLOGOS CLINICOS DE;;12115;;;;;
8301360339;CENTRO DE REHABILITACION Y ESTeTICA ORAL;ORAL EU CREO EU;12123;;;;;
8301367572;FISIOSPORT LTDA;;12125;;;;;
8301397780;ENDOSONO LIMITADA;;12133;;;;;
8301438319;DENTAL ASSISTANCE SAS;;12150;;;;;
8301439467;FUNDACIoN UNIDAD INTEGRAL DE TOXICOLOGiA;LOGiA UNITOX;12151;;;;;
8305005119;SOCIEDAD DE TERAPIAS DEL TOLIMA IPS LTDA;LTDA;12168;;;;;
8305044008;CENTRO MEDICO VALLE DE ATRIZ E U;;12182;;;;;
8305058083;CLINICA GUADALAJARA DE BUGA S A;;12192;;;;;
8305072456;CLINICA JERUSALEN;;12198;;;;;
8305072915;OBSTETRICIA Y GINECOLOGIA LIMITADA;;12199;;;;;
8305077124;FUNDACION APRENDER A VIVIR;;12201;;;;;
8305077188;MEDICAL PROINFO SAS;;12202;;;;;
8305094064;FUNDACION VIDA Y SALUD SOLIDARIA FUNDAS;UNDASALUD IPS OPERADORA LOGISTICA DE;12208;;;;;
8305105666;FACEL LTDA;;12221;;;;;
8305109913;CLiNICA ESPECIALIZADA LA CONCEPCIoN S A;S A S;12224;;;;;
8305112025;SALUD PLENA LTDA;;12225;;;;;
8305128867;DENTISTETIC LTDA;;12237;;;;;
8305142409;DIAGNOSTIMED S.A;;12243;;;;;
8320000291;E S E  HOSPITAL HILARIO LUGO;;12252;;;;;
8320003192;SALUDCASANARE LTDA;;12254;;;;;
8320006181;I P S SERVICIOS INTEGRALES Y ASISTENCIAL;NCIALES DE SALUD S A S;12258;;;;;
8320013781;UNIDAD MEDICA DE PACHO SAS;;12263;;;;;
8320014117;E S E HOSPITAL SAN RAFAEL DE CAQUEZA;ZA;12264;;;;;
8320014654;E S E HOSPITAL SAN ANTONIO DE ANOLAIMA;AIMA;12265;;;;;
8320017942;EMPRESA DE SALUD EMPRESA SOCIAL DEL;;12266;;;;;
8320024365;ESE HOSPITAL PROFESOR JORGE CAVELIER I;R I NIVEL DE ATENCION CAJICA;12268;;;;;
8320038688;UNIDAD MEDICO QUIRURGICA Y ODONTOLOGICA;GICA SANTA CAROLINA S A S;12272;;;;;
8320047541;UNIDAD MEDICA CENTRAL IPS LTDA;;12276;;;;;
8320072727;CENTRO DE SALUD DE FOSCA E S E;;12281;;;;;
8320083214;E S E CENTRO DE SALUD DE TAUSA;;12282;;;;;
8320091878;E S E CENTRO DE SALUD SAN JOSE DE NIMAI;NIMAIMA;12283;;;;;
8320102402;E S E CENTRO DE SALUD CUCUNUBA;;12284;;;;;
8320104369;E S E MARIA AUXILIADORA MOSQUERA;;12285;;;;;
8320107847;FISIOSALUD ZIPAQUIRA LTDA;;12286;;;;;
8320114410;E S E HOSPITAL NUESTRA SENORA DEL ROSAR;ROSARIO SUESCA;12287;;;;;
8340011711;EMPRESA DE SERVICIOS DE SALUD DE ARAUCA;AUCA EMSSAR LTDA;12290;;;;;
8340015563;CLINICA METROPOLITANA DEL LLANO;;12292;;;;;
8360003860;IPS DEL MUNICIPIO DE CARTAGO ESE;;12302;;;;;
8360007372;HOSPITAL DEPARTAMENTAL DE CARTAGO E S E;S E;12303;;;;;
8370002866;HOSPITAL GUACHUCAL ESE;;12308;;;;;
8370007082;INSTITUCION PRESTADORA DE SERVICIOS DE S;DE SALUD LOS ANGELES IPS;12309;;;;;
8370009745;SOCIEDAD LAS LAJAS LIMITADA;;12311;;;;;
8380000967;ESE HOSPITAL SAN RAFAEL DE LETICIA;IA;12313;;;;;
8390001453;ASOCIACION DE CABILDOS Y/O AUTORIDADES T;DES TRADICIONALES DE LA GUAJIRA;12315;;;;;
8390003560;SOCIEDAD MEDICA CLINICA MAICAO S A;;12317;;;;;
8420000044;E S E HOSPITAL DEPARTAMENTAL SAN JUAN D;UAN DE DIOS;12326;;;;;
8420001447;UNIDAD BASICA DE ATENCION NUESTRA SENORA;ENORA DEL CARMEN EMPRESA SOCIAL DEL ES;12327;;;;;
8430000094;EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPAR;DEPARTAMENTAL MANUEL ELKIN PATARROYO;12328;;;;;
8440012873;E S E HOSPITAL LOCAL DE TAURAMENA;;12330;;;;;
8440013556;HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO;RREGO EMPRESA SOCIAL DEL ESTADO;12331;;;;;
8440019111;COOPERATIVA MEDICA DE SALUD DEL NORTE DE;TE DEL CASANARE;12332;;;;;
8440034553;CLINICA DEL ORIENTE LTDA;;12344;;;;;
8440041972;RED SALUD CASANARE E S E;;12345;;;;;
8450000385;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN A;SAN ANTONIO;12347;;;;;
8460002536;EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL;LOCAL;12348;;;;;
8460004715;ESE HOSPITAL SAGRADO CORAZON DE JESUS;US;12349;;;;;
8460004747;E S E HOSPITAL ORITO;;12350;;;;;
8460006782;ESE HOSPITAL MARIA ANGELINES DE II NIVEL;NIVEL DE ATENCION;12351;;;;;
8460016200;E S E HOSPITAL SAN GABRIEL ARCANGEL;;12355;;;;;
8460016690;E S E HOSPITAL ALCIDES JIMeNEZ;;12356;;;;;
8460023099;ESE HOSPITAL FRONTERIZO LA DORADA;;12357;;;;;
8600014751;SEDE RURAL CLiNICA SANTO TOMaS SA;;12375;;;;;
8600025412;CLINICA DE MARLY S A;;12378;;;;;
8600065600;LIGA COLOMBIANA CONTRA EL CANCER;;12386;;;;;
8600066268;OFTALMOS S A;;12387;;;;;
8600067456;CONGREGACION HERMANAS DE LA CARIDAD;SANTISIMA VIRGEN - PROVINCIA DE BOGOTA;12389;;;;;
8600074005;INSTITUTO COLOMBIANO DEL SISTEMA;;12397;;;;;
8600077601;HNAS HOSPITALARIAS DEL SAGDO CORAZON D;ZON DE JESUS HOSPITAL MENTAL NUESTRA SRA;12398;;;;;
8600088840;CENTRO UROLOGICO LTDA;;12403;;;;;
8600095557;E S E HOSPITAL SANTA MATILDE DE MADRID;DRID;12404;;;;;
8600107831;CONGREGACION DE DOMINICAS DE SANTA;;12405;;;;;
8600112985;CENTRO DE REHABILITACION PARA ADULTOS CI;OS CIEGOS CRAC;12406;;;;;
8600159056;CLINICA DE NUESTRA SENORA DE LA PAZ;;12438;;;;;
8600159292;E S E HOSPITAL SALAZAR VILLETA;;12440;;;;;
8600163725;FUNDACION ARTHUR STANLEY GILLOW;;12441;;;;;
8600200948;ESE HOSPITAL NUESTRA SENORA DEL CARMEN D;MEN DE EL COLEGIO;12442;;;;;
8600201881;ESE HOSPITAL SANTA CLARA;;12443;;;;;
8600202833;E S E HOSPITAL SAN JOSE DE GUADUAS;;12444;;;;;
8600210720;FUNDACION PARA EL NINO SORDO ICAL;;12445;;;;;
8600238789;EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVIN;DIVINO SALVADOR DE SOPO;12448;;;;;
8600239873;COOPERATIVA MULTIACTIVA PARA LOS PROFESI;OFESIONALES DEL SECTOR SALUD CMPS;12449;;;;;
8600239991;E S E HOSPITAL SAN VICENTE DE PAUL;;12451;;;;;
8600240265;ESE HOSPITAL SAN VICENTE DE PAUL DE NEMO;NEMOCON;12452;;;;;
8600240305;EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGE;DIOGENES TRONCOSO DE PUERTO SALGAR;12453;;;;;
8600289471;CONGREGACION DE HERMANAS FRANCISCANAS;PROVINCIA MARIA AUXILIADORA;12455;;;;;
8600295663;FUNDACION FE;;12457;;;;;
8600345031;FUNDACION NINEZ Y DESARROLLO FUNDACION F;ION FND COLOMBIA;12460;;;;;
8600354471;E S E HOSPITAL SAN ANTONIO DE GUATAVITA;AVITA;12461;;;;;
8600375929;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA;ROSA DE TENJO;12463;;;;;
8600394310;FUNDACION PARA LA REHABILITACION DE ALCO;ALCOHOLICOS Y ADICTOS FUNDAR;12467;;;;;
8600396159;OPTI PRODUCTOS SAS;;12468;;;;;
8600397268;IDIMAG PARAMEDICOS S A;;12469;;;;;
8600411179;FUNDACION TELETON;;12472;;;;;
8600413333;SISTEMAS DE TERAPIA RESPIRATORIA SAS;S;12477;;;;;
8600439981;OPTICENTRO INTERNACIONAL;;12480;;;;;
8600486569;FUNDACION OFTALMOLOGICA NACIONAL;;12494;;;;;
8600535782;ASOCIACION COLOMBIANA DE DIABETES;;12499;;;;;
8600550838;FUNDACION CLINICA HOSPITAL JUAN N CORPAS;ORPAS Y CENTROS ASISTENCIALES AFINES;12502;;;;;
8600600164;ESE HOSPITAL SAN FRANCISCO;;12504;;;;;
8600641329;UNIDAD RADIOLOGICA DEL CHICO LTDA;;12506;;;;;
8600667674;CENTRO INTEGRAL DE REHABILITACION DE COL;E COLOMBIA CIREC;12514;;;;;
8600698709;SOCIEDAD INTERDISCIPLINARIA PARA LA SALU;SALUD S A SIGLA SIPLAS SA CENTRO DE M;12518;;;;;
8600718927;FUNDACION CENTRO DE ESTIMULACION NIVELAC;VELACION Y DESARROLLO CEDESNID;12520;;;;;
8600749714;AAAA ACADEMIA ABSCRITA A ASOCIACION DE E;DE ESPECIALISTAS S A S;12524;;;;;
8600763216;FUNDACION LIGA CENTRAL CONTRA LA EPILEPS;ILEPSIA;12525;;;;;
8600905661;CLINICA DEL OCCIDENTE S A;;12530;;;;;
8600915490;ASOCIACION COMUNIDAD TERAPEUTICA DE COLO;COLOMBIA;12534;;;;;
8603506247;MEDICANESTESIA S A;;12539;;;;;
8604005473;SOCIEDAD DE ENFERMERAS PROFESIONALES LTD;S LTDA;12546;;;;;
8604010327;UNIDAD RADIOLOGICA DENTO CRANEO MAXILO F;ILO FACIAL S A;12548;;;;;
8605093230;UNIDAD MEDICO QUIRURGICA DE ORL SAS;;12556;;;;;
8605112341;CLINICA ODONTOLOGICA PARA EL NINO LIMITA;IMITADA C O N LTDA;12557;;;;;
8605306690;CENTRO MAMOGRAFICO S A S;;12565;;;;;
8818625765;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRA;SAGRADO CORAZON DE JESUS DE SOCHA;12567;;;;;
8900003810;CAJA DE COMPENSACION FAMILIAR COMFENALCO;NALCO QUINDIO;12568;;;;;
8900004002;HOSPITAL SAN VICENTE ESE MONTENEGRO;;12569;;;;;
8900004485;HOSPITAL SAN VICENTE DE PAUL;;12570;;;;;
8900006009;ESE HOSPITAL LA MISERICORDIA;;12571;;;;;
8900006711;HOSPITAL SAN VICENTE DE PAUL;;12572;;;;;
8900009051;ESE HOSPITAL PIO X;;12573;;;;;
8900009920;E S E HOSPITAL MENTAL FILANDIA QUINDIO;INDIO;12574;;;;;
8900010068;ESE HOSPITAL SAGRADO CORAZON DE JESUS DE;US DE QUIMBAYA;12575;;;;;
8900010985;ESE HOSPITAL SAN VICENTE DE PAUL;;12576;;;;;
8900016051;HOSPITAL SAN ROQUE DE CORDOBA QUINDIO EM;IO EMPRESA SOCIAL DEL ESTADO;12578;;;;;
8900018246;HOSPITAL SANTA ANA DE PIJAO QUINDIO;;12579;;;;;
8901002718;ASOCIACION CLINICA BAUTISTA;;12580;;;;;
8901002757;IPS CLINICA DEL CARIBE;;12581;;;;;
8901020649;CRUZ ROJA COLOMBIANA SECCIONAL ATLaNTICO;NTICO;12584;;;;;
8901021299;FUNDACION MARIO SANTO DOMINGO;;12585;;;;;
8901021400;CLINICA LA ASUNCION;;12586;;;;;
8901027685;ORGANIZACION CLINICA GENERAL DEL;;12587;;;;;
8901030027;EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BA;DE BARANOA;12598;;;;;
8901031279;ESE HOSPITAL DEPARTAMENTAL DE SABANALARG;ALARGA;12600;;;;;
8901034069;ESE HOSPITAL DE PUERTO COLOMBIA;;12601;;;;;
8901107055;CLINICA DE FRACTURAS CENTRO DE ORTOPEDIA;PEDIA Y TRAUMATOLOGIA S A;12607;;;;;
8901117977;CENTRO MEDICO 54 SAS;;12612;;;;;
8901134316;CEDIUL S A;;12617;;;;;
8901156709;IPS CORPORACION CENTRO SAN CAMILO;;12619;;;;;
8901167837;CLINICA OFTALMOLOGICA UNIDAD LASER DEL A;DEL ATLANTICA S A;12621;;;;;
8902005009;EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQU;PSIQUIaTRICO SAN CAMILO;12629;;;;;
8902009651;E S E HOSPITAL INTEGRADO SAN VICENTE DE;TE DE PAUL;12633;;;;;
8902015787;CAJA DE COMPENSACION FAMILIAR COMFENALCO;NALCO SANTANDER;12637;;;;;
8902017246;E S E EDMUNDO GERMAN ARIAS DUARTE;;12638;;;;;
8902019339;ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICI;UNICIPIO DE GALAN SANTANDER;12639;;;;;
8902020021;ESE HOSPITAL SAN JUAN DE DIOS;;12640;;;;;
8902020243;EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN J;SAN JUAN DE DIOS DE FLORIDABLANCA;12641;;;;;
8902020662;ESE HOSPITAL INTEGRADO SAN ROQUE DE CURI;CURITI;12642;;;;;
8902032221;ESE HOSPITAL SAN JOSE;;12644;;;;;
8902032427;ESE HOSPITAL SAN JUAN DE DIOS DE GIRoN;RoN;12645;;;;;
8902033733;ESE HOSPITAL CAICEDO Y FLOREZ;;12647;;;;;
8902034369;ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA;BRIJA;12648;;;;;
8902035518;EMPRESA SOCIAL DEL ESTADO HOSPITAL;;12649;;;;;
8902035636;ESE HOSPITAL SAN RAFAEL;;12650;;;;;
8902038877;ESE HOSPITAL INTEGRADO SAN ROQUE;;12651;;;;;
8902043602;EMPRESA SOCIAL DEL ESTADO SAN ANTONIO;;12652;;;;;
8902045813;ESE HOSPITAL SAN ROQUE DE CHIMA;;12653;;;;;
8902046599;ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES;GOTES SANTANDER;12654;;;;;
8902047898;E S E HOSPITAL INTEGRADO SAN ANTONIO;IO;12656;;;;;
8902048950;E S E HOSPITAL INTEGRADO SAN JUAN DE CIM;E CIMITARRA;12657;;;;;
8902053352;E S E SANATORIO DE CONTRATACION;;12659;;;;;
8902053614;FUNDACION OFTALMOLOGICA DE SANTANDER F;R FOSCAL;12660;;;;;
8902054565;ESE HOSPITAL INTEGRADO SAN BERNARDO;;12661;;;;;
8902055169;E S E HOSPITAL INTEGRADO DE LANDAZURI;RI;12662;;;;;
8902056554;ESE HOSPITAL SAN JOSE;;12665;;;;;
8902087588;CLINICA MATERNO INFANTIL SAN LUIS S A;A;12669;;;;;
8902096989;CLINICA CHICAMOCHA S A;;12671;;;;;
8902102229;ESE HOSPITAL SAN RAFAEL DE MATANZA;;12673;;;;;
8902106199;CRUZ ROJA COLOMBIANA SECCIONAL SANTANDER;ANDER;12674;;;;;
8902117224;CLINICA SAN PABLO SA;;12675;;;;;
8903005133;CLINICA DE OCCIDENTE SA;;12682;;;;;
8903005165;CLINICA SAN FERNANDO S A;;12683;;;;;
8903014305;CLINICA NUESTRA SENORA DE LOS REMEDIOS;IOS;12686;;;;;
8903032085;CAJA DE COMPENSACION FAMILIAR DEL;;12689;;;;;
8903033954;INSTITUTO PARA NINOS CIEGOS Y SORDOS DEL;;12690;;;;;
8903034612;HOSPITAL UNIVERSITARIO DEL VALLE EVARIS;VARISTO GARCIA E S E;12692;;;;;
8903038418;HOSPITAL DE SAN JUAN DE DIOS;;12693;;;;;
8903041558;HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIV;UNIVERSITARIO DEL VALLE E S E;12694;;;;;
8903054969;HOSPITAL LOCAL JOSE RUFINO VIVAS ESE;;12695;;;;;
8903069506;ESE HOSPITAL PILOTO JAMUNDI;;12697;;;;;
8903072005;CENTRO MEDICO IMBANACO DE CALI S A;;12699;;;;;
8903075341;LA OPTICA DEL NORTE LTDA;;12701;;;;;
8903123802;ESE HOSPITAL SAN JORGE;;12708;;;;;
8903161718;CENTRO ELECTRO AUDITIVO NACIONAL AL SERV;SERVICIO DE LA REHABILITACION SAS;12713;;;;;
8903241775;FUNDACION VALLE DEL LILI;;12722;;;;;
8903990201;FUNDACION CLINICA INFANTIL CLUB NOEL;L;12729;;;;;
8903990478;HOSPITAL DEPARTAMENTAL MARIO CORREA RENJ;RENJIFO;12730;;;;;
8904006931;CLINICA BLAS DE LEZO S A;;12731;;;;;
8904034912;CENTRO OPTICO LEMUS FARAH;;12733;;;;;
